company,job_description,company_rating,location,salary_avg_estimate,educational_level,years_of_experience,skills_req,job_title
AAP Global Capability Center,Lead Data Engineer,4.2,Hybrid - Hyderabad,720000,Diploma,7.0,"Data Science,IT Skills,Python,Software Development,Machine Learning,DevOps,AWS,NLP",Data Engineer
KP HR AND INFRA SERVICES    ,Lead Machine Learning Engineer/ Data Scientist 7+ years,4.2,Permanent Remote,840000,Bachelors,5.0,"Data Science,NLP,Natural Language Processing,ANN,Machine Learning,Deep Learning,SVM,IT Skills",Data Scientist
Varite,"Advisor, Data Engineering",3.9,Remote,1800000,PhD,9.0,"Linux,data science,Data structures,model development,Operations,Analytics,SQL,Data extraction",Data Engineer
Luxasia,Data Engineer,3.9,Mumbai,360000,Diploma,1.0,"Supply chain,Data analysis,data science,Database design,Infrastructure,data integrity,Data warehousing,Reporting tools",Data Engineer
Mondelez,Data Engg lead - Sales and Marketing,4.5,Mumbai,840000,Bachelors,5.0,"Data analysis,Usage,Business leadership,data science,Business analytics,Analytical,Packaging,Deployment",Other
Wells Fargo,Lead Data Management Analyst,4.2,"Chennai, Bengaluru",600000,Diploma,5.0,"Base SAS,Data analysis,Data management,Business analysis,Project management,Analytical,Oracle,Analytics",Data Analyst
Tech Mahindra,Guidewire Data Analyst,3.7,"Chennai, Bengaluru, Hyderabad",660000,Bachelors,2.5,"Gap Analysis,SQL Queries,guidewire,Microsoft SQL,data analysis",Data Analyst
Fervidpro It Solutions,Data Analyst (MBA Fresher),5.0,Temp. WFH - Bengaluru,1080000,Masters,5.0,"Business Communication,Client Management,communication,Data Modeling,Business Operations",Data Analyst
IBM,Data and Analytics Analyst,4.2,Bengaluru,660000,Bachelors,2.5,"Interpersonal skills,Cloud,Programming,Analytics,Python,Azure,AWS,GCP",Data Analyst
Mobile Premier League (MPL),Lead Data Analyst,2.7,Bengaluru,720000,Diploma,7.0,"Marketing analytics,Google Analytics,Machine learning,Hypothesis Testing,Data analytics,Predictive analytics,AWS,SQL",Data Analyst
Accenture,Master Data Management Business Analyst,4.1,Bengaluru,660000,Bachelors,2.5,"Business analysis,XML,Consulting,Agile,SDLC,IT Skills,Big Data,TDD",Business Analyst
RGA,Consultant - Data Analyst,3.4,Mumbai,480000,Bachelors,1.0,"Reinsurance,Data validation,SAS,Underwriting,Analytical,Reconciliation,Actuarial,Risk management",Data Analyst
Urjanet Energy Solutions,Data Analyst - Subscription Management,4.0,Chennai,360000,Diploma,1.0,"MS Excel,SQL queries,communication,data analysis,Pivots,analytical,Excel,Analog",Data Analyst
Recruitrix Technologies Llp,Data Analyst,4.0,Hyderabad,1080000,Masters,5.0,"Graphics,Excel,Data management,Data Analyst,Statistics",Data Analyst
Quadrant Resource,Web Data Analyst- Foreign Language,3.1,Permanent Remote,1560000,PhD,7.0,"Search Engine Optimization,English,foreign language,Italian,French,Spanish",Data Analyst
Urjanet Energy Solutions,Data Analyst - Customer Support and Services,4.0,Chennai,1320000,Masters,7.0,"data analysis,SQL queries,analytical,Pivots,MS Excel,communication,Analytical skills,Excel",Data Analyst
Arcadia,Data Analyst - Customer Support and Services,4.0,Chennai,660000,Bachelors,2.5,"communication,analytical,data analysis,MS Excel,SQL queries,Pivots,Analytical skills,Excel",Data Analyst
Cargill,Data Analyst,4.3,Bengaluru,660000,Bachelors,2.5,"Data analysis,Database design,Process improvement,Analytical,Risk assessment,Agile,corporate audit,Data Analyst",Data Analyst
IHS Markit,Data Transformation Analyst II,4.1,Bengaluru,840000,Bachelors,5.0,"Office 365,communication,Electrical engineering,Root cause analysis,Automation,Interpersonal skills,Compliance,Electronic components",Data Analyst
IBM,Data Analyst,4.2,Bengaluru,1080000,Masters,5.0,"SAP,Analytical,MS Office,Macros,Data extraction,Trend analysis,Troubleshooting",Data Analyst
ManpowerGroup Services India Private Limited  ,Data Capture Analyst,4.2,"Navi Mumbai, Mumbai, Mumbai (All Areas)",480000,Bachelors,1.0,Communication Skills,Data Analyst
Cointab Software,Data Analyst,2.3,"Mumbai Suburbs, Mumbai (All Areas)",660000,Bachelors,2.5,"data analysis,Python,Financial Reporting,Financial Research,VLOOKUP,Node.Js,Advanced Excel,Data Analytics",Data Analyst
AXA Technology Services India,Associate Scientist - Data Solutions Analyst,4.4,Gurgaon,1080000,Masters,5.0,"Analytical skills,Root cause analysis,Data validation,Claims,Underwriting,Relationship building,digital strategy,Analytics",Data Analyst
Quess,"Data Intern-(6 months Contract)- Fresher(0-1 Yr. Exp.)- Yamaha- 
 FBD",3.9,Faridabad,660000,Bachelors,2.5,"excel,MS Excel,Data Management,Data Analysis,Data Processing,Data Entry",Other
CINDREBAY SCHOOL OF FASHION & INTERIOR DESIGN,Data Analyst,4.9,"Trivandrum, Lucknow, Indore, Kozhikode, Kochi, Bengaluru, Kannur, Thodupuzha, Kolkata, Pune, Nagpur, Coimbatore, Hyderabad",480000,Bachelors,1.0,"Secondary Data,Database Design Development,Business Data Analyst,Data Collection Systems,Data Analysis,Data Mining,Information Management,Data Analytics",Data Analyst
Andhra Pradesh Centre For Financial Systems And Se  Rvices,Data Analysts,3.2,Vijayawada,360000,Diploma,1.0,"legal management,data analysis,Strong research and writing skills,dashboards,Deep passion to make an impact on public systems and society",Data Analyst
IBM,Data Analyst,4.2,Bengaluru,480000,Bachelors,1.0,"SAP,Analytical,MS Office,Macros,Data extraction,Finance,Trend analysis,Troubleshooting",Data Analyst
BAJAJ FINSERVE,Regional Manager - PL - Prime Digital/Senior Regional Manager,4.0,Jamshedpur,480000,Bachelors,0.0,"Analytical skills,Data analysis,Prototype,data science,Technical design,Product portfolio,Conceptualization,Mathematics",IT Professional
Huquo Consulting Pvt. Ltd,Assistant Manager/Manager/Senior Manager - Data Scientist,4.0,"Bengaluru, Gurgaon",660000,Bachelors,2.5,"Data Science,management consulting,Spark NLP,SAS,Scikit Learn,Neural network,machine learning,analytics",Data Scientist
Huquo Consulting Pvt. Ltd,Assistant Manager/Manager/Senior Manager - Data Scientist,4.0,"Bengaluru, Gurgaon",1080000,Masters,5.0,"Data Science,Pytorch,Machine Learning,analytical,SpaCity,R,analytics,Spark NLP",Data Scientist
BL Consultants ,Senior Data Scientist - Bangalore/Chennai - Immediate Joiners,4.0,"Chennai, Bengaluru",900000,Masters,2.5,"SQL,Data Science,R,data scientist,Python,VBA,IT Skills,Decision Tree",Data Scientist
Huquo Consulting Pvt. Ltd,Assistant Manager/Manager/Senior Manager - Data Scientist,4.0,"Bengaluru, Gurgaon",1560000,Masters,9.0,"Data Science,Operations research,Spark NLP,SAS,Ensemble models,Machine Learning,Scikit-Learn,Pytorch",Data Scientist
Mhymatch headhunters Pvt ltd  ,Senior Data Scientist,4.0,"Delhi NCR, Mumbai, Bengaluru",900000,Masters,2.5,"python,data science,r,project management",Data Scientist
Baker Hughes,Senior Data Scientist,4.2,"Mumbai, Bengaluru",480000,Bachelors,1.0,"Computer science,Data analysis,SAS,Coding,Machine learning,Perl,Ruby,Analytics",Data Scientist
CPA Global,Sr. Data Scientist,4.0,Bengaluru,480000,Bachelors,1.0,"AI,R,Tableau,written communication,intelligence,machine learning,Rshiny,data visualization",Data Scientist
Zebra Technologies,"Data Engineer, Senior",4.2,Bengaluru,720000,Masters,1.0,"Data Engineering,python,data science,scala,spark,airflow,mongodb,redis",Data Engineer
Nutanix,"Senior Manager , Data Engineering",4.1,Bengaluru,720000,Masters,1.0,"Computer science,Data management,data science,spark,Business analytics,Machine learning,Cloud,Informatica",Data Engineer
Resmed,"Senior Manager,Data Engineering",3.9,Bengaluru,1320000,Bachelors,9.0,"metadata,Architecture,Data management,data science,Machine learning,Cloud,Supply chain operations,Manager Technology",Data Engineer
Varite,Data Engineer - AWS Developer,3.9,Bengaluru,480000,Bachelors,1.0,"advanced analytics,data science,Coding,Focus,Cloud,Agile,Data analytics,AWS",Data Engineer
Tiger Analytics,Senior Data Engineer - Power BI,3.7,"Chennai, Hyderabad",720000,Masters,1.0,"Performance tuning,data science,Analytical,Consulting,power bi,Silicon,Data analytics,Unit testing",Data Engineer
SpringRole India,Data Analyst Intern ,4.0,Remote,840000,Bachelors,5.0,"Intern,Data Analyst",Data Analyst
DG7 Solutions,DIGITAL DATA ANALYST INTERN,3.7,"Mumbai, Vasai",660000,Bachelors,2.5,"R,Google Analytics,Python,Data Extraction,MySQL,Google AdWords,Excel,Ms - Excel",Data Analyst
Sigma Aldrich,Data Scientist - Senior Analyst,3.6,Bengaluru,1080000,Masters,5.0,"Computer science,Data analysis,SAP,Consulting,Machine learning,Data mining,Monitoring,SQL",Data Scientist
Sigma Aldrich Chemicals,Data Scientist - Senior Analyst,4.0,Bengaluru,900000,Masters,2.5,"Data analysis,SAP,Business analytics,Consulting,Healthcare,HTML,Data mining,Analytics",Data Scientist
Sigma Aldrich Chemicals,Data Scientist - Senior Analyst,4.0,Bengaluru,1560000,Masters,9.0,"Data analysis,SAP,Consulting,Machine learning,Data mining,Monitoring,SQL,Python",Data Scientist
Nike,Senior Data Analyst - ED&A,4.1,Bengaluru,840000,Bachelors,5.0,"Supply chain,Computer science,Data analysis,Product engineering,MIS,Analytical,Machine learning,Open source",Data Analyst
Western Digital,Senior People Data Analyst,4.0,Bengaluru,1080000,Masters,5.0,"Manager Quality Assurance,Data management,Organizational development,Analytical,Data collection,data integrity,Oracle,Teradata",Data Analyst
Fareportal,Sr. Product Analyst / Sr. Business Analyst / Sr. Data Analyst,3.3,Temp. WFH - Delhi NCR,720000,Masters,1.0,"data analysis,SQL,Python",Data Analyst
EY,EY Hiring- Sr. Data Analyst- Bhubaneswar,3.8,Bhubaneshwar,720000,Masters,1.0,"data analysis,power bi,sql,Tableau,SAS,VBA,R,Python",Data Analyst
Tech Mahindra,Sr . Data Analyst,3.7,Hyderabad,1080000,Masters,5.0,"Business process,RED,Payroll,PDF,Relationship,Workflow,Genetics,Data Analyst",Data Analyst
Accenture,Machine Learning Application Developer,4.1,Gurgaon,1800000,PhD,9.0,"Unix,Business process,Linux,Machine learning,Python,NoSQL,Analytical,IT Skills",ML Engineer
Mondelez,"Data Modeler, Finance",4.5,Mumbai,480000,Bachelors,1.0,"Data analysis,Usage,Business leadership,data science,Business analytics,Analytical,Packaging,Deployment",Other
Talent Destination,Lead Data Scientist,4.5,Permanent Remote,840000,Diploma,9.0,"Data Science,rest api,Python,Docker,Data Scientist,aws",Data Scientist
Ognam Technology,Hiring For Solution Lead - AI/ML & Data Analytics,2.1,Pune,480000,Bachelors,1.0,"Machine learning,ML,BPO,data analysis,analytics,data science,spark,RDBMS",Data Analyst
LOreal,Manager - Data Analytics,4.3,Mumbai,1080000,Bachelors,7.0,"Analytical skills,Statistical modeling,Statistical analysis,data science,Agronomy,Global Strategy,Data analytics,Doe",Data Analyst
the Ballothouse Uk India,Specialist - Data/IT and AI,4.3,Jaipur,360000,Diploma,0.0,"Data Science,Artificial Intelligence,Computer Science,Data Analysis,Data Mining,Machine Learning,Statistical Analysis,Physics",IT Professional
GiveIndia Foundation,Technology Lead - Data & Discover Platform,4.2,remote,480000,Bachelors,1.0,"GIT,Front end,data science,Coding,MVC framework,Django,Technology Lead,Javascript",Other
Seven Consultancy (HR Solution),Data Analytics Manager,4.2,Delhi,900000,Masters,2.5,"Executive leadership,Data analysis,data science,big data analytics,Process improvement,Data collection,Consultancy,microsoft",Data Analyst
Seven Consultancy (HR Solution),Data Analytics Manager,4.2,Mumbai,1080000,Masters,5.0,"Executive leadership,Data analysis,data science,big data analytics,Process improvement,Data collection,Consultancy,microsoft",Data Analyst
Seven Consultancy (HR Solution),Data Analytics Manager,4.2,Chennai,720000,Masters,1.0,"Executive leadership,Data analysis,data science,big data analytics,Process improvement,Data collection,Consultancy,microsoft",Data Analyst
Bloomberg UTV,Data Analytics,4.2,Mumbai,660000,Bachelors,2.5,"Data Science,R,Customer Service,Project Management,Finance,Data Analysis,Financial Markets,Data Analytics",Data Analyst
Thomson Reuters,Data Scientist,4.3,Bengaluru,1800000,PhD,9.0,"BPO,data analysis,Interpersonal skills,Web analytics,Analytical,Diversity and Inclusion,Machine learning,Business strategy",Data Scientist
ICON plc,Data Scientist,4.3,"Chennai, Bengaluru",1800000,PhD,9.0,"DFS,Data analysis,Linux,Pharma,Clinical research,Healthcare,Windows,Oracle",Data Scientist
Factset Systems India,Digital - Datalakes - Software Engineer,4.0,Hyderabad,360000,Diploma,0.0,"IT Skills,Java,Python,Testing,Data Science,Cloud,Big Data,Automation",Software Engineer
Huquo Consulting Pvt. Ltd,Manager / Assistant Manager - Data Engineering,4.0,"Faridabad, Delhi NCR, Gurgaon, Noida",1080000,Masters,5.0,"Data Engineering,Data Science,Big Data,Azure Databricks,statistical modelling,machine learning,AWS,business intelligence",Data Engineer
Contact X India,Data Engineer -Sql and R,4.0,Bengaluru,1800000,PhD,9.0,"R,Data Engineer,Sql,IT Skills,Data Science",Data Engineer
Huquo Consulting Pvt. Ltd,Data Engineer - Python/Spark/Big Data,4.0,Bengaluru,480000,Bachelors,1.0,"Data Science,Python,communication,Shell scripting,Hadoop,Hive,Talend,Spark",Data Engineer
Huquo Consulting Pvt. Ltd,Data Engineer - ETL/DataLake,4.0,"Bengaluru, Gurgaon",660000,Bachelors,2.5,"Data Science,Data Quality,Data Pipeline,ETL,Machine Learning,Automation,Engineering projects,Monitoring",Data Engineer
Bizdeed Hr Solutions (opc) Private Limited  ,Data Engineer (python/snowflakes/sql)- Remote,4.0,Permanent Remote,660000,Bachelors,2.5,"snowflake,python,data science,aws,sql,Linux,Data Engineering,snowflakes",Data Engineer
Photon Infotech P Ltd,Jr. Data Engineer,4.3,Chennai,840000,Bachelors,5.0,"SaaS,Github,ETL,Agile,Rest APIs,Azure,Tableau,DevOps",Data Engineer
whiz.ai,Lead Machine Learning Engineer/ Data Scientist,4.7,Pune,480000,Bachelors,1.0,"Data Science,Nlp,Logistic Regression,Data Scientist,Big Data,Machine Learning,Deep Learning,Scikit - Learn",Data Scientist
Blinkit,Lead Data Analyst,3.8,Bengaluru,720000,Diploma,7.0,"Supply chain management,Assurance,Process improvement,Strategic planning,Manager Technology,Workflow,Customer service,Analytics",Data Analyst
Phonepe,Data Analyst - Compliance,4.2,Bengaluru,660000,Bachelors,2.5,"Process automation,Assurance,Product service,Risk assessment,Wellness,Medical insurance,QlikView,Forecasting",Data Analyst
Phonepe,Data Analyst,4.2,Bengaluru,840000,Bachelors,5.0,"Data modeling,Wellness,Data analytics,Medical insurance,QlikView,big data,Financial services,Travel insurance",Data Analyst
Wells Fargo,Data Management Analyst,4.2,Bengaluru,840000,Bachelors,5.0,"Excel,Data modeling,Analytical,Transfer pricing,Data quality,Business strategy,Data mining,Stakeholder management",Data Analyst
Wells Fargo,Data Management Analyst,4.2,Bengaluru,1320000,Masters,7.0,"Data analysis,Data management,Business analysis,Project management,Data quality,Manager Quality Control,Oracle,Macros",Data Analyst
Paytm,Data Analyst - Team Lead,3.7,"Bengaluru, Noida",660000,Bachelors,2.5,"EDC,Marketing operations,Data analytics,Data warehousing,Analytics,Financial services,Product marketing,SQL",Data Analyst
IHS Markit,Data Transformation Analyst I,4.1,Bengaluru,360000,Diploma,1.0,"Analyst,PDF,Compliance,IHS,Database,Data processing,HTTP,Research",Data Analyst
Cars24,Urgent Requirement Data Analyst // Cars24,3.7,"Chennai, Pune, Delhi NCR, Bengaluru, Hyderabad, Mumbai (All Areas)",1320000,Masters,7.0,"Excel,Data Analysis,Business Objects,SQL,Python,Queries,SAS,Python Data Analytics",Data Analyst
Capco,Data Analyst -Python_Pyspark,3.8,Bengaluru,660000,Bachelors,2.5,"Relationship management,Data analysis,Bfsi,Business analysis,Risk assessment,Data quality,Investment banking,Asset management",Data Analyst
Flipkart,Hiring For Data Analyst,4.2,Hybrid - Bengaluru,660000,Bachelors,2.5,"VBA,Big Data,Data Extraction,Data warehouse,SQL,data analysis,data mining,Reporting",Data Analyst
CGI,Data Analyst,4.2,Bengaluru,1800000,PhD,9.0,"management,analytical,excel,written,verbal communications,data analysis",Data Analyst
Paypal,Data Analyst 2,4.2,Bengaluru,1080000,Masters,5.0,"Data analysis,Sales operations,Machine learning,Data mining,Risk management,Operations,Analytics,Financial services",Data Analyst
CPA Global,Associate Healthcare Research & Data Analyst,4.0,Bengaluru,660000,Bachelors,2.5,"Python,Tableau,PowerPoint,communication,company analysis,SQL,analytical,market research",Data Analyst
Schneider Electric,Data & Performance Strategy & Insight Data Analyst,4.2,Bengaluru,1800000,PhD,9.0,"Data Quality,Business Analytics,Scrum Master,Data Analysis,Data Analyst,Dashboards,Master Data,Microsoft Excel",Data Analyst
Improx Data And Cloud Consulting,Data Analyst,4.6,Pune,1080000,Masters,5.0,"oral communication,codes,NDC Rx codes,revenue codes,CPT codes,SQL,written,provider NPI codes",Data Analyst
Capco,Data Analyst,3.8,Bengaluru,480000,Bachelors,1.0,"Relationship management,Data analysis,SAS,Business analysis,Risk assessment,Data quality,Investment banking,Asset management",Data Analyst
ANZ,Data Analyst,4.1,Bengaluru,660000,Bachelors,2.5,"Analytical,Scheduling,Business strategy,Data mining,Continuous improvement,Analytics,Monitoring,Recruitment",Data Analyst
VMware,Lead Business Analyst - SaaS Data & Analytics,4.4,Bengaluru,600000,Diploma,5.0,"IT Skills,Testing,Cloud,VMware,Automation,Data analysis,Prototype,TDD",Business Analyst
